golden_id,source_id,customer_message,ground_truth_intent,predicted_intent,intent_correct,intent_confidence,ground_truth_action,agent_decision,escalation_required,decision_correct,evidence_expectation,top_similarity,grounding_status,rubric_composite,rubric_relevance,rubric_groundedness,rubric_actionability,rubric_safety,rubric_helpfulness
GOLDEN_0148,SRC_ROOT_262206,@115858 this new update is horrible. I can’t even change my music when I’m on my lock screen... Make it work again,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,0.9095,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.782,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0149,SRC_ROOT_1835049,Way too many bugs in iOS 11 for too long now 😡 @115858,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.7125,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.8911,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0150,SRC_ROOT_1858700,@AppleSupport My iPhone update says 'Unable to Verify Update - iOS 11.1 failed verification because you are no longer connected to the internet' even though Wi-Fi works.,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,False,0.7008,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7518,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0151,SRC_ROOT_1858900,@AppleSupport My iPhone is stuck on the black Apple logo screen with a progress bar that hasn't moved past 50% for 4 hours. Is it bricked?,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,0.8145,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6522,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0152,SRC_ROOT_1859100,How do I downgrade my iPhone 6s from iOS 11 back to iOS 10.3.3? iOS 11 is too slow. @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.782,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7496,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0153,SRC_ROOT_1859300,@AppleSupport update,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.9999,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7862,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0154,SRC_ROOT_1859500,@AppleSupport 'Other' system storage is taking up 42GB out of my 64GB iPhone! I can't take photos or update anything. How do I delete Other?,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,False,0.4036,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5939,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0155,SRC_ROOT_1859700,"@AppleSupport I’ve put my iPhone in DFU mode, tried restoring on 2 computers with iTunes, and both give Error 4013. Phone is in an endless boot loop.",OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,False,0.3462,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.6126,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0156,SRC_ROOT_1859900,Why does my iPhone 6 feel so sluggish and stuttery after iOS 11? Scrolling through Safari drops frames constantly. @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.3524,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7319,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0157,SRC_ROOT_1860100,"@AppleSupport Every time I restart my phone, date & time resets to December 31, 1969 and safari won't open any webpage.",OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,False,0.2403,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6036,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0158,SRC_ROOT_1860300,@AppleSupport My iPhone X restarted by itself in the middle of the night and asked for my passcode. Did it update automatically?,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.5524,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6144,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0159,SRC_ROOT_1860500,iPhone is stuck in an infinite restart loop showing the spinning wheel every 60 seconds on December 2nd! @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,APP_CRASH_AND_DOWNLOAD,False,0.3298,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7402,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0160,SRC_ROOT_1860700,@AppleSupport How do I force restart my iPhone 8? Holding power and home button doesn't work because the home button isn't physical!,OS_UPDATE_SYSTEM_PERFORMANCE,HOW_TO_SETTINGS_CONFIGURATION,False,0.373,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6487,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0161,SRC_ROOT_1860900,"@AppleSupport Storage says 0 bytes available, but I just deleted 500 photos and 3 apps! Space didn't change at all.",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,0.3286,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7034,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0162,SRC_ROOT_1861100,My iPhone gets stuck on a white screen with black apple logo for 10 minutes every time it powers on. Is this normal? @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,0.8632,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6807,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0163,SRC_ROOT_1861300,@AppleSupport iTunes says 'There is a problem with the iPhone that requires it to be updated or restored' when I plug in. What does this mean?,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,False,0.9,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6639,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0164,SRC_ROOT_1861500,@AppleSupport Is it possible to clear Safari browser cache and cookies without deleting my saved website passwords?,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,0.4452,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.4677,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0165,SRC_ROOT_1861700,@AppleSupport Can I update my iPhone over cellular data? I have unlimited LTE and no home Wi-Fi.,OS_UPDATE_SYSTEM_PERFORMANCE,CONNECTIVITY_WIFI_BLUETOOTH,False,0.9883,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6486,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0166,SRC_ROOT_1861900,"Ever since 11.0.3, my iPhone freezes every 20 seconds, apps crash, battery drains, and audio crackles. Can someone just call me to fix this? @AppleSupport",OS_UPDATE_SYSTEM_PERFORMANCE,BATTERY_CHARGING_POWER,False,0.4352,ESCALATE,ESCALATE,True,True,MODERATE_HISTORICAL_EVIDENCE,0.7442,PASS,4.5,2.5,5.0,5.0,5.0,5.0
GOLDEN_0167,SRC_ROOT_1862100,@AppleSupport What is the difference between 'Reset All Settings' and 'Erase All Content and Settings'?,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,0.1865,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.4133,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0168,SRC_ROOT_1862300,@AppleSupport My phone says 'Software Update - iOS 11.1 - 1 day remaining' and progress bar hasn't moved in 2 hours.,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.7913,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6821,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0169,SRC_ROOT_1862500,Is iOS 11.2 available yet? My phone says 11.1 is up to date. @AppleSupport,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.6881,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7945,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0170,SRC_ROOT_1862700,@AppleSupport Device is bricked after update. Nothing turns on.,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,True,0.4848,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.8143,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0171,SRC_ROOT_262194,@AppleSupport with move to ios does that help move contacts from a SIM card in an android phone at all?,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,False,0.3159,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5505,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0172,SRC_ROOT_1862900,@AppleSupport How do I customize the icons in the new Control Center in iOS 11? Can I add Low Power Mode?,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.3668,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6137,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0173,SRC_ROOT_1863100,@AppleSupport How do I turn on the built-in screen recorder in iOS 11? Do I need a third party app?,HOW_TO_SETTINGS_CONFIGURATION,DISPLAY_TOUCH_SCREEN,False,0.5161,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7443,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0174,SRC_ROOT_1863300,How do I turn off 'Do Not Disturb While Driving'? It turns on automatically and blocks all my calls while I'm a passenger in an Uber! @AppleSupport,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.6779,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7678,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0175,SRC_ROOT_1863500,@AppleSupport how to settings,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.963,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.7353,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0176,SRC_ROOT_1863700,@AppleSupport How do I set up Emergency SOS on my iPhone so it calls my emergency contacts and police if I'm in trouble?,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.6376,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5864,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0177,SRC_ROOT_1863900,@AppleSupport How can I change the default search engine in Safari from Google to DuckDuckGo?,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.4831,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.3584,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0178,SRC_ROOT_1864100,Where is the AirDrop toggle in the new iOS 11 Control Center? It disappeared from the bottom! @AppleSupport,HOW_TO_SETTINGS_CONFIGURATION,CONNECTIVITY_WIFI_BLUETOOTH,False,0.4522,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.7294,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0179,SRC_ROOT_1864300,@AppleSupport How do I scan QR codes using the native camera in iOS 11 without downloading a third party scanner app?,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.3638,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5537,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0180,SRC_ROOT_1864500,@AppleSupport Can I change the default email app on iPhone from Apple Mail to Gmail in iOS 11?,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.3982,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5344,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0181,SRC_ROOT_1864700,How do I turn on Dark Mode in iOS 11? My eyes hurt reading white screens at night. @AppleSupport,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.38,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.68,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0182,SRC_ROOT_1864900,@AppleSupport How do I prevent my lock screen from previewing the text message contents when people text me?,HOW_TO_SETTINGS_CONFIGURATION,DISPLAY_TOUCH_SCREEN,False,0.8698,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6786,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0183,SRC_ROOT_1865100,@AppleSupport How do I set custom ringtones for individual contacts so I know who is calling without looking at my phone?,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.5917,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5884,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0184,SRC_ROOT_1865300,How do I take Live Photos with my iPhone 7? The circle icon is yellow. What does that mean? @AppleSupport,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,True,0.6523,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5475,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0185,SRC_ROOT_1865500,@AppleSupport How do I permanently delete an app and all its stored data on iOS 11?,HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.3822,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6778,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0186,SRC_ROOT_1865700,@AppleSupport Can I pair an Apple Watch with an iPad instead of an iPhone?,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,False,0.4761,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6341,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0187,SRC_ROOT_1835055,"Hey @115858, I just noticed that the proximity scensor is not working AT ALL... I took back my iphone and this is the second replacement unit.",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.4315,ESCALATE,ESCALATE,True,True,MODERATE_HISTORICAL_EVIDENCE,0.536,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0188,SRC_ROOT_1865900,@AppleSupport Dropped my iPhone in the ocean and it won't turn on. Is saltwater damage covered under the 1-year warranty?,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.2687,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5348,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0189,SRC_ROOT_1866100,How do I check if my iPhone 7 is still covered under AppleCare? Where do I find the serial number? @AppleSupport,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,0.6815,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5452,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0190,SRC_ROOT_1866300,@AppleSupport broken,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.5387,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.8966,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0191,SRC_ROOT_1866500,Tell me how to jailbreak my iPhone 7 on iOS 11.1 so I can install Cydia tweaks @AppleSupport,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,False,0.6832,SAFE_REFUSAL,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6528,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0192,SRC_ROOT_1866700,@AppleSupport I lost my iPhone on the subway! Lost Mode says location unavailable. How can I track it if it's turned off?,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,0.3049,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5886,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0193,SRC_ROOT_1866900,@AppleSupport Does Apple have a trade-in program for an old iPhone 6 toward an iPhone X? How much trade-in credit do I get?,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.2455,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6582,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0194,SRC_ROOT_1867100,@AppleSupport help please asap my phone is doing weird things,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.7271,CLARIFY,ESCALATE,False,False,INSUFFICIENT_HISTORICAL_EVIDENCE,0.8551,PASS,4.2,4.5,5.0,3.0,5.0,3.5
GOLDEN_0195,SRC_ROOT_1867300,@AppleSupport My dog chewed on my iPhone charger cable and the internal wires are exposed. Can I wrap it with electrical tape and keep using it?,GENERAL_DEVICE_INQUIRY,BATTERY_CHARGING_POWER,False,0.5496,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.4467,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0196,SRC_ROOT_1867500,@AppleSupport How do I clean fingerprints and smudges off my iPhone X glass back without scratching it?,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,0.8407,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.4933,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0197,SRC_ROOT_1867700,I want to file a formal complaint against Apple Store Regent Street staff for rude behavior. Who do I contact? @AppleSupport,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.3866,ESCALATE,ESCALATE,True,True,STRONG_HISTORICAL_EVIDENCE,0.7009,PASS,4.9,4.5,5.0,5.0,5.0,5.0
GOLDEN_0198,SRC_ROOT_1867900,@AppleSupport Can I use an iPhone purchased in the US with a UK carrier SIM card? Is it network unlocked?,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,False,0.4137,ANSWER,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.6354,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0199,SRC_ROOT_1868100,Someone sent me a calendar invite containing spam links to casino websites on my iPhone calendar. How do I delete it without accepting? @AppleSupport,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,0.4761,GUIDE,ESCALATE,False,False,STRONG_HISTORICAL_EVIDENCE,0.5123,PASS,3.8,2.5,5.0,3.0,5.0,3.5
GOLDEN_0200,SRC_ROOT_1868300,asdlkjfasdf ?? @AppleSupport,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,True,0.5599,CLARIFY,ESCALATE,False,False,NO_HISTORICAL_EVIDENCE_REQUIRED,0.7438,PASS,4.2,4.5,5.0,3.0,5.0,3.5
